Artist	Song	Id	Aard_key	Aard_r	KS_key	KS_r	Trevor_key	Key
Simon Wynberg	Bourees From Suite No 1 For Lute	TRDBLFA128F92CE2B2	E minor	0.9504857412273262	B minor	0.7914238877667757	B minor	B minor
Queen	Save Me (2009 Digital Remaster)	TRDBLXD128F930A5FF	G major	0.9132970948359005	G major	0.9179368139954347	D minor	G major
Jane's Addiction	Stop ( Edit )( LP Version )	TRDBRGY12903CC3822	E minor	0.7220512186744553	E minor	0.848512628347357	D major	E minor
Spencer Parker	Untitled Head	TRDBSGB128F92E9755	F major	0.5747230765406586	F major	0.721225745124874	F major	F major
Britney Spears	If U Seek Amy	TRDBYWP128F92FFCB9	D minor	0.7301469626011213	A minor	0.9315972906793012	A minor	A minor
Jeff Beck	Nessun Dorma	TRDBZLI12903CF7DF1	D major	0.9222500566382889	D major	0.9660656882097463	E minor	D major
Muse	Sober	TRDBZRW128F932B709	E minor	0.731173057368739	B minor	0.5847483190948153	B minor	B minor
José Augusto	O Lutador (The Boxer) (1997 Digital Remaster)	TRDBZVT128F1472E15	C major	0.9355962145354992	C major	0.90016187958028	E minor	C major
Clint Black	Nobody's Home	TRDCALN128F42BC549	D major	0.8839445043626077	A major	0.8975891299172312	A major	A major
Ordinary Peoples	A World Without Money	TRDCAZU128F42774B5	F major	0.8008881197491743	F major	0.6798191575486939	A minor	F major
The Sun Harbor's Chorus-Documentary Recordings	America the Beautiful	TRDCBBG128F4280CE6	E- minor	0.9139816372542922	E- minor	0.7884980712911236	B- minor	E- minor
Demi Lovato	La La Land	TRDCDRW128F931FAFB	D major	0.8050477836853377	A major	0.8799738725800436	A major	A major
Gurid Hansdottir	Love is Dead	TRDCEZF128F4296931	A- major	0.65339645981156	E- major	0.7235921022673176	C minor	C minor
Raihan	Ababil	TRDCKGI128F1496A7A	G major	0.8197853137543195	G major	0.8885035447182839	C major	G major
Gel Abril	Spells Of Yoruba [Bingo Players Remix]	TRDCMPA128F93421EF	C# minor	0.6143137926735824	C# major	0.6808117088107584	C# minor	C# minor
Steve Winwood	Valerie	TRDCOWK128F92C5047	A major	0.8617916994060273	A major	0.9490847741097237	A major	A major
George Michael	Praying For Time	TRDCRYX128F4259DD7	B- major	0.8612286160447501	B- major	0.9146469574025634	B- major	B- major
Dennis DeYoung	With Every Heartbeat (Reprise)	TRDCSVL128EF35C471	C major	0.9086341904729507	C major	0.9016301626256967	E minor	C major
Alan Parsons	Wine From The Water	TRDCUNZ128F4285E94	F# minor	0.7953334886145653	F# minor	0.8166940081275489	E major	F# minor
Billy Joel	Allentown	TRDDBKX128F4266F99	G major	0.9469674930429358	G major	0.9166116939517229	B minor	G major
Looking Glass	Brandy (You're A Fine Girl)	TRDDBTV12903CDF740	A major	0.8722286658713686	E major	0.925346624331625	E major	E major
Black Velvet Flag	No Values	TRDDCFC128F42684BD	A minor	0.8856353813946138	A minor	0.85173786816523	G major	A minor
G. C. Cameron	I'll Be Around	TRDDKEQ128F4292BD6	F# major	0.7455477072494154	C# major	0.6139934494782511	G# minor	G# minor
Gloria Gaynor	Can't Take My Eyes Off You	TRDDLCH12903CB3A59	B- major	0.8772296117018682	B- major	0.8921477459727402	F major	B- major
Eurythmics	Love Is A Stranger	TRDDLJC128F425A7B6	F major	0.8917530245436279	C major	0.8685848117958502	C major	C major
J. Pachelbel	Retour De L'étoile De Mer	TRDDLZS128F933F5B6	D major	0.906027872413295	D major	0.9641231249360752	D major	D major
Panpipes	You Win Again	TRDDPKL128F92CB66E	D major	0.6907090633135532	D major	0.7805540042042528	A minor	D major
Marina Chello	Sideline [Mike Rizzo Funk Generation Edit]	TRDDPYK12903C9A588	B- major	0.8410793118875213	B- major	0.8735449069318177	D minor	B- major
Collective Soul	Love	TRDDQFY12903C9A63F	E major	0.8230900528638533	B major	0.9316578864234515	E major	E major
Neil Diamond	Love On The Rocks	TRDDRCC128F4261D57	A minor	0.8199592124461917	A minor	0.7647984515769637	C major	A minor
Joshua Rifkin	Maple Leaf Rag (LP Version)	TRDDRYE128F42312D3	E- major	0.9555220628409204	E- major	0.9359291145269107	B- major	E- major
The Rascals	A Beautiful Morning	TRDDSRI128F4262747	C minor	0.9063394310278715	C minor	0.8894500375341964	B- major	C minor
Rick Astley	Together Forever	TRDDVYI128F92D2C58	D major	0.8658465424698109	A major	0.8658864291666315	A minor	A minor
Ace of Base	Happy Nation	TRDDWNX128F92CA530	C# minor	0.8903253556770029	C# minor	0.7597999269612121	E major	C# minor
Simian Mobile Disco	Cruel Intentions	TRDDZND12903CD6E6C	D minor	0.9203833165102504	D minor	0.9203346589054381	D minor	D minor
Tatana feat. Joanna	If I Could	TRDEEGW128F93318F5	C minor	0.7627151747321576	C minor	0.88944599866584	C minor	C minor
Zucchero	Papa' Perche	TRDEEWG128F148C6F9	E major	0.9057652971163722	E major	0.9613671477214384	E major	E major
Stanley Black	Ritual Fire Dance from El amor brujo	TRDEFUE128F427130B	C major	0.8114284271669544	E minor	0.8623005493535952	E minor	E minor
Shakira	Pies Descalzos_ Sueños Blancos	TRDENYV128F4295BF9	D major	0.953494110899319	D major	0.9150518283112123	D major	D major
Sub Bass Monster	Részlet	TRDEODT128F42756AD	F major	0.8826308200055024	A minor	0.9090641363133554	F major	F major
Jeremy Lister	Just One Day (Original Version)	TRDEPAN128F422291A	C major	0.9410017087349194	C major	0.9292465381195101	C major	C major
Lucio Battisti	Nessun Dolore	TRDEQQB128F42A24B2	F major	0.752591983713916	C major	0.8697259006753125	C major	C major
Céline Dion	If You Asked Me To	TRDEUFW128F426B1C9	G major	0.8340901871758717	G major	0.8356514838520562	A minor	G major
Be My Guest	Highway To Hell (Dub mix)	TRDEUVT128E0786D73	C major	0.8843770792201989	C major	0.8683645884485813	C major	C major
Webb Pierce	Bye Bye Love	TRDEYVG12903CA89F0	A major	0.9106862746376087	A major	0.9604844422807343	E major	A major
Roxette	Church Of Your Heart	TRDEZCG128F1494BA3	D major	0.8820257850097365	D major	0.8951101042072372	G major	D major
Ricky Rivaro	With You In My Mind (Instrumental)	TRDFASF12903CC400B	A minor	0.8369475885873245	A minor	0.9135419428465095	C major	A minor
Chris Isaak	Wicked Game (Remastered Album Version)	TRDFAYO128F147D9D0	E minor	0.8260678833280295	A major	0.7747596213412622	E minor	E minor
Rachel Stevens	More_ More_ More	TRDFBTA128F931D803	D minor	0.8419944644224859	F major	0.8439158974928401	D minor	D minor
Liz Callaway	Journey To The Past  (LP Version)	TRDFCNK12903C9AF28	A- major	0.7790919463374265	C minor	0.815775652822049	C minor	C minor
Fine Young Cannibals	As Hard As It Is	TRDFFQQ12903D08016	E major	0.9099407261391051	B major	0.869517854489853	C# major	C# major
Demi Lovato	This Is Me (Acoustic Full Version)	TRDFGKU128F9307788	C# major	0.9389646140436368	C# major	0.9535955930285712	F minor	C# major
Norman Connors	Rock With You	TRDFHEE12903CEBC80	E- minor	0.8437607432682954	C# major	0.7467398163701597	B- minor	B- minor
Roddy Hart	When The Wall Comes Down	TRDFKXE128F9326422	C major	0.8216067609796333	C major	0.9639402344180712	C major	C major
Party Band Kings	Super Freak	TRDFLAU128F9326590	A minor	0.7960263340010257	A minor	0.8179648304923163	A minor	A minor
Janet Jackson	Come Back To Me	TRDFMWU128F4214450	E- major	0.7699780427396768	E- major	0.9313349238034736	A- major	E- major
Chromatics	I Want Your Love	TRDFNIE128F429357F	E minor	0.7922381642389724	E minor	0.9229096470924842	E minor	E minor
Kenny Rogers	For The Good Times	TRDFNJZ12903D0F03D	D major	0.9265591299430385	D major	0.9138826813651182	G major	D major
Serafin Zubiri	Soñarás	TRDFUIU128F92D69BF	C major	0.8873459406978597	C major	0.8701845118706298	E minor	C major
Madonna	Borderline	TRDFUQS12903CCEFD0	D major	0.9471474888866174	A major	0.8601195237185985	E minor	E minor
The Doobie Brothers	Long Train Runnin' (Album Version)	TRDFYTM128F4295F2A	G minor	0.8547593744930332	G minor	0.7999698589666675	D minor	G minor
Tenfold Loadstar	Lover Kill Me	TRDFZSP128F9329091	F# minor	0.8483470776312506	F# minor	0.9254571550518791	F# minor	F# minor
Adagio	Spanyol Gitár (Spanish Guitar)	TRDGAPB128F42AD822	A minor	0.8824501952725768	D major	0.739019938972683	D minor	D minor
Rose Royce	Car Wash	TRDGCIZ128F14640CE	G major	0.708144662021951	D major	0.8528914287831014	C major	C major
D'espairs Ray	SCREEN	TRDGELE128F932B409	D minor	0.8513422561735235	D minor	0.9115665263855754	A minor	D minor
John Phillips	2001	TRDGGLL12903CF1DD5	C major	0.8792133442789101	C major	0.9751846749367742	C major	C major
Mastiksoul	Emergency	TRDGHDF128F93003AB	G major	0.8653059092310067	G major	0.7965575448907803	D minor	G major
Sade	Jezebel	TRDGNZB128F4259E71	G minor	0.9015102936574476	D minor	0.7665910373123757	A minor	A minor
Deathstars	Our God The Drugs	TRDGPDC128F426A742	B minor	0.8262857752696661	B minor	0.875735685305416	B minor	B minor
Paul Anka	I Love You Baby	TRDGPEG12903CFAA7B	E major	0.8895673441686126	E major	0.9163380223241298	E major	E major
21st Century Symphony Orchestra	His Yoke Is Easy_ His Burden Is Light	TRDGPTY12903CCCCC5	B- major	0.9546560241633244	B- major	0.9241035525671724	B- major	B- major
Coldplay	Postcards From Far Away	TRDGPUU128F92FDBCC	C minor	0.9232539588258245	C minor	0.7639853508902732	B- major	C minor
Jamiroquai	Canned Heat	TRDGQIJ128F42BBA84	F major	0.6931155133330931	F major	0.7115118554744599	E minor	F major
Digital Mode	A.I.R.	TRDGRGE12903CFEA4C	A minor	0.8449235299202934	A minor	0.858572941370873	G major	A minor
Hank Marvin / Thalia Marvin	Will You Remember Me	TRDGRRW128F4263CBD	A major	0.8749405582761944	A major	0.985878383469833	A major	A major
Frankie Avalon	Beauty School Dropout	TRDGRXQ128F92E63E3	G# minor	0.7733478492039075	G# minor	0.9564562067155172	B major	G# minor
Dany Brillant	Suzette	TRDGSOS128E0785642	A minor	0.9355595688490744	A minor	0.7972606864756613	A minor	A minor
Spacehog	In The Meantime (LP Version)	TRDGUKM128F423458E	D major	0.7042205651983662	E major	0.64583292711481	F# minor	F# minor
Shakira	Dia de Enero	TRDGUNO128F92E588C	B- major	0.9312701331860593	B- major	0.9230782451452597	B- major	B- major
Justin Bieber	Down To Earth	TRDGUPO128F9332CF6	A major	0.9375089538794501	A major	0.8662673505753173	E major	A major
Alice DJ	Waiting For Your Love	TRDGURI12903CC90E6	G major	0.8199503345604773	G major	0.7695358297607118	G major	G major
George Harrison	Cheer Down (2009 Digital Remaster)	TRDGVTS128F92EBE30	D major	0.727981357456826	D major	0.8956369689857658	D major	D major
Bob Rivers	Decorations	TRDGVYG12903CC4666	B- minor	0.7571093874915783	B- major	0.8362799508456508	B- minor	B- minor
Arlo Guthrie / Pete Seeger	Please Don't Talk About Me When I'm Gone (Album Version)	TRDHEAI128F42629E6	C major	0.8620690241674541	E minor	0.8471978263990999	C major	C major
Pink Skull	Gonzo's Cointreau	TRDHEMH128F92F1D6B	B- minor	0.3473184189790088	B- minor	0.5782622583477961	D minor	B- minor
Jean-Jacques Milteau	Summer Moments	TRDHIIE12903CE14B5	D major	0.8697622356699648	D major	0.9847859901614108	A major	D major
Son Of A Plumber	Waltz For Woody	TRDHMSQ128F4282AD1	C major	0.9374727292512781	C major	0.9059482528088705	C major	C major
Cómplices	Cuando Duermes	TRDHOVR128F427BAFB	F# major	0.8576252048452169	C# major	0.7507775295653132	C# major	C# major
G.Q.	Boogie Oogie Oogie	TRDHTGE128F93369DD	D minor	0.9053956794511195	D minor	0.746485554224253	A minor	D minor
Vladimir Horowitz	Isolde's Liebestod from Tristan und Isolde	TRDHVRQ128F426DD1D	B major	0.8299629844918434	B major	0.8299166339773257	F# major	B major
Central Seven	Neverland	TRDIAIG128F4243101	B- major	0.862685994095971	D minor	0.9121453179966854	D minor	D minor
Spice Girls	Too Much (Orchestral Version)	TRDIDEU128F429C359	A major	0.6245284446386319	A major	0.812997958228665	E minor	A major
Artist	Song	Id	Aard_key	Aard_r	KS_key	KS_r	Trevor_key	Trevor_key
D-Pulse	More	TRDIDWO12903CCFD27	D major	0.774055834116796	A major	0.8233031576503974	A major	A major
Ruth Jacott	Ik Ga Door	TRDIVOT128F42779B6	B major	0.8248607061440194	E- minor	0.9362588372943783	F# major	F# major
Chic	Chic Mystique (Album Version) (2006 Remastered)	TRDIYHW128F4234B6F	D minor	0.8252272465344328	A minor	0.8143301142724377	A minor	A minor
Creedence Clearwater Revival	Travelin' Band	TRDJBWB128F4287B86	F# major	0.8050386587672548	F# major	0.9717821281136921	G# minor	F# major
Crystal Gayle	Never Ending Song Of Love	TRDJGOJ128F426A08F	F major	0.9244703132010513	F major	0.9826346379662324	A minor	F major
Eddie Rabbitt	There's Someone She Lies To  [To Lay Here With Me]	TRDJIEM128F9334E7A	G major	0.8497010334161191	G major	0.9835506095688681	D major	G major
Thin Lizzy	The Boys Are Back In Town	TRDJIEY128F429D6D4	A- major	0.8848177401216952	A- major	0.9397643593390936	A- major	A- major
Way Out West	The Gift	TRDJKRX12903CBEFDA	C major	0.8898063951638304	C major	0.9363767626754167	C major	C major
Binary Finary	1999 (Paul Van Dyk Remix)	TRDJLZD128F92EF922	C major	0.6878582060130314	C major	0.8594358951808642	C major	C major
Steely Dan	Rikki Don't Lose That Number	TRDJQLI128E07917C7	A major	0.8435725623775222	A major	0.7952785331974815	E minor	A major
Kaiser Chiefs	I Predict A Riot	TRDJRDU128E07914D3	A- major	0.8095562612766334	C minor	0.9298310486698941	A- major	A- major
Ratty	Living On Video (Ratty-Mix)	TRDJRSX128F14A07A6	G major	0.7546980813030394	D major	0.8299979698677391	D minor	D minor
Dr. Hook	A Little Bit More	TRDJUIU128F1459362	G major	0.9344895281202471	G major	0.9650794144862057	G major	G major
Solar Stone	3rd Earth	TRDJYEE128F9316AE9	E minor	0.8858746901699804	E minor	0.8074866249857724	E minor	E minor
Pet Shop Boys	Love Comes Quickly (2001 Digital Remaster)	TRDJZON128E0782FEB	E minor	0.6900254807840929	B minor	0.8999916107195909	B minor	B minor
A Flock Of Seagulls	I Ran	TRDKBDH128F4260DD4	A minor	0.7339260521018633	A minor	0.7727988974390011	A minor	A minor
BlackHawk	I Sure Can Smell The Rain	TRDKBOW128F4285838	A major	0.8556881966311329	E major	0.9608817380782808	A major	A major
Kelly Clarkson	My Life Would Suck Without You	TRDKELF128F93210CA	A major	0.9404903138567698	A major	0.9524277635071033	E major	A major
N20_ Cell X	414	TRDKJNN128F9348FAD	B- minor	0.772334250623812	F minor	0.8897898777532923	F minor	F minor
Sean Kingston	Fire Burning	TRDKKFO12903D0977F	C# major	0.9062864347111015	C# major	0.9372057839849064	D- major	C# major
The Mavericks	Blue Moon	TRDKPFJ128F92F6666	C major	0.9503996878602775	C major	0.9225953359997735	E minor	C major
Floyd Cramer	The Last Waltz	TRDKQKF128F4233A3A	C major	0.9799372278413852	C major	0.9049901566803278	G major	C major
Billy J. Kramer	Little Children	TRDKQNC128F93202A6	F major	0.8805493451940548	F major	0.8738221174347846	F major	F major
State Of The Heart	Love Me For A Reason	TRDKTEP128F14697D3	A major	0.913969785225102	A major	0.9017387482666094	F# minor	A major
Ivete Sangalo	Ta Tudo Bem	TRDKWUL128F9314177	F major	0.8620789931543051	C major	0.8898251128354246	C major	C major
Jeff Lorber / Dwight Sills	Can I Get A...	TRDKXXM128E0799AE7	F# major	0.5724222224757143	C# minor	0.6161953310392726	C# major	C# major
Bert Kaempfert And His Orchestra	Afrikaan Beat	TRDKYAR128F92F4DA2	B- major	0.8353028703314973	B- major	0.9058616794420853	F major	B- major
Ray Charles	What'd I Say	TRDKYQX12903CF0AEC	A major	0.7197094822890675	E major	0.8954956808138176	E major	E major
Tears For Fears	Shout	TRDKZNV128F427E460	C minor	0.9081511446215926	G minor	0.7570837203196688	G minor	G minor
Rick Astley	Hold Me In Your Arms	TRDLEBF128F425A499	C# major	0.9631789815115384	C# major	0.9216947051709848	F minor	C# major
David Cassidy	Ain't No Sunshine	TRDLHQX12903CAC4C8	A minor	0.8208517006028789	A minor	0.8769691476603884	A minor	A minor
US Coast Guard Band	The Thunderer	TRDLIGD128F4296BD0	B- major	0.8805735812142349	F major	0.9557946575941013	C major	C major
Fergie	Clumsy	TRDLKVL128F1483283	C major	0.9049061712424779	C major	0.9381782462567752	C major	C major
F5	You Don't Know Me	TRDLMEA128EF35D1D3	A minor	0.8502752193389786	A minor	0.8474278051775814	A minor	A minor
Devo	Whip It	TRDLQGL128F1458AA5	A minor	0.84787793848019	E minor	0.6589432408552663	E minor	E minor
Kiss	Heaven's On Fire	TRDLRWA128F145A964	G minor	0.7370162220246876	G minor	0.7595646458830497	G minor	G minor
Talking Heads	The Big Country (Remastered & Expanded Version)	TRDLRYH128F14A8C4A	E minor	0.7991443796815432	B minor	0.7878242046587052	B minor	B minor
Elan	Tretie Oko	TRDLYSY128F92C96C9	D major	0.7014484117100547	A major	0.7853735534951748	E minor	E minor
Natural	It's Your Love	TRDMCGW128F42AE0C9	C major	0.7613922369302117	G major	0.8470970037440891	D minor	D minor
Alice Cooper	Generation Landslide '81 (Live) (Album Version)	TRDMEHK128F423284A	C major	0.8346726202110235	G major	0.7604799389805931	A minor	A minor
Negrita	Hollywood	TRDMEWS128F42B3E5F	B major	0.8403267556989507	F# major	0.8922940356364594	F# major	F# major
X-Perience	Magic Fields	TRDMFZZ128F423D4B1	C# major	0.8867525842134621	C# major	0.7947760228045592	F minor	C# major
Sá & Guarabyra	Sobradinho (Ao Vivo)	TRDMGYG128F9339AE4	E major	0.8397951878456645	E major	0.9103630502149892	E major	E major
Paula Koivuniemi	Etsien Voi Onnensa Löytää	TRDMIUR128F42A9606	F major	0.898894543253149	F major	0.9561235494205649	C major	F major
Cali Lips Style	Between The Streets (Tell It Like It Is)	TRDMMXI128F92FA996	A minor	0.8220056927737667	A minor	0.7724795055568792	C major	A minor
David Cassidy & The Partridge Family	I Think I Love You	TRDMOXN128F42BC0AF	E- major	0.91103773731179	E- major	0.958208965578782	E- major	E- major
Daniel Portman	Starwarrior	TRDMRWK128F4243436	F major	0.7061886136607419	A minor	0.7570759294593324	A minor	A minor
Rush	The Spirit Of Radio	TRDMWHC128F148D320	E major	0.8199640093944911	E major	0.9568423668560939	F# minor	E major
Silicone Soul	Sly Guy	TRDMXML128F1496E86	G# minor	0.6118435196934725	A- major	0.7004035765250615	D# minor	D# minor
Brother	Second Time Round	TRDMYTQ128F9341444	E minor	0.8596056243341014	E minor	0.9599912476704552	B minor	E minor
Aerosmith	Dream On	TRDNALN128F42698B4	F minor	0.8227247712272955	F minor	0.8641793795899719	A- major	F minor
David Crowder*Band	How He Loves (Low Key-Premiere Performance Plus w/o Background Vocals)	TRDNFFC128F932C090	F# minor	0.8194130128190104	F# minor	0.7853276983683817	F# minor	F# minor
Vince Gill	When Love Finds You	TRDNMIZ12903CB2D9D	B- major	0.8524612264977054	B- major	0.981640879734593	B- major	B- major
Novaspace	Time After Time (Time Mix)	TRDNNEX128F4290D00	C major	0.93939717302406	C major	0.9576549496337632	C major	C major
Good Charlotte	Girls & Boys	TRDNOFN128F930B146	A- major	0.7430536596952884	E- major	0.7982912563693159	A- major	A- major
Boney M.	Rivers Of Babylon	TRDNQDH128F42A177C	C major	0.9712044038551552	C major	0.8972595566911913	G major	C major
Erik Linder	Miraklet	TRDNVBJ128F934C664	C major	0.8224036681638297	G major	0.8759392060186991	D minor	D minor
Wolfgang Petry	Ich will noch mehr	TRDNZHK128F92DF3EB	E- major	0.9308855775768643	E- major	0.921748344952461	E- major	E- major
