Artist	Song	Id	Key
Ricky Van Shelton	I Saw A Man	TRDOCGB128F4263981	G_major
Ana	Baila baila	TRDOERR128F92F5DEF	E_major
Despistaos	El silencio (version acustica)	TRDOLXT128F92E598E	B_minor
Sum 41	In Too Deep	TRDONCE12903CCB83B	E_major
Sammi Cheng	Li Xiang Dui Xiang	TRDORGR128F423D1BA	B_minor
Bee Gees	You Should Be Dancing (2007 Remastered Saturday Night Fever LP Version)	TRDOVIW128F42353E0	G_minor
Chris Thomas	I Need You (Album Version)	TRDOWAC128F425E43A	G_major
Christian Smith	Omniscience	TRDPAGI12903CA69AD	D_major
Holograf	Ochii Tai	TRDPCBF128F92D79D3	C_major
Crystal	Silent night	TRDPDPT128F931DF3E	G_major
Epitaph	Tonight	TRDPDVG128F9348C87	G_major
Mariano Yanani	Adagio Del Concierto De Aranjuez (J. Rodrigo)	TRDPEHM128F429B071	B_minor
Des'ree	What's Your Sign?	TRDPFOY128F4259999	C_major
Cork	Juliet	TRDPLKE12903CD606F	B_minor
Tracy Lawrence	Is That A Tear (2007 Remastered Album Version)	TRDPLYE128F4298D52	E_minor
Oscar G	Back To You feat Tamara Wallace (Sunfreakz Remix Extended)	TRDPNTT128F933BFF7	C#_major
Stevie Wonder	Master Blaster (Jammin')	TRDPTQU128E0792D42	G_minor
Debbie Gibson	No More Rhyme [Acoustic]	TRDPURU128F931BEA0	A_major
Betty Boo	Valentine's Day	TRDPWHW128F42BCA73	F_minor
All-4-One	I Swear (LP Version)	TRDPWUW128F1470B3E	E_minor
Local H	Bound For The Floor	TRDPXKD128F1499EF3	Bb_minor
Dinu Lipatti	Piano Sonata No.3 in B minor Op.58 (2005 Digital Remaster): Largo	TRDPYFO128F425581C	B_major
Activa	I try	TRDQATL128F425081D	G_minor
Billy Idol	Sweet Sixteen (2001 Digital Remaster)	TRDQGSM128F1460983	E_minor
Love Potion	My Heart Will Go On	TRDQHKG128F9339FD5	E_major
The Knack	My Sharona	TRDQHLC128F423FBE9	D_minor
Matia Bazar	Solo Tu (1998 Digital Remaster)	TRDQHSR128F147D40E	C_major
DMX	We Don't Give A Fuck	TRDQLMZ128E0786081	E_major
Moderatto	Novios No	TRDQLZM128F92F4F44	A_minor
Scooter	Endless Summer	TRDQMTM128F14995DB	C_major
George Michael	Waiting For That Day	TRDQMYI128F4259DDC	E_minor
Kim Sozzi	Secret Love (Wendel Kos First Sunlight Dub Mix)	TRDQNSC12903CD6B27	F_minor
My Chemical Romance	Cancer [Live In Mexico]	TRDQQQJ128F424D5BF	E_major
Dean Martin	Detroit City	TRDQQZQ128F931591B	C_major
DC Talk	What If I Stumble?	TRDQREB128F931F81B	C_major
The Cajun Playboys	Les Veuves De La Coulee	TRDQTMS128F424BE57	G_major
Millie Jackson	Kiss You All Over	TRDQUZR128F9328EDB	C_major
Kim English	My Destiny (Kobbe & Austin Leeds Club Mix)	TRDQZVP128F42347E1	F#_minor
Shaggy	It Wasn't Me	TRDRABJ128F1459C28	G_major
Daniel Wanrooy	Ocean Terrace	TRDRDXQ12903CEC55E	D_minor
Dolly Dots	This Girl	TRDRHGO128F931DCAD	G_major
Commodores	Brick House	TRDRHQS128F1490E02	A_minor
N/A	N/A	Series([], Name: Id, dtype: object)	G_major
Fito Paez	11 Y 6	TRDRPGU128F4279177	D_major
Sin Fundamento	Fefa	TRDRTLN12903C97F64	D_major
Lee Ann Womack	He'll Be Back	TRDRUBC128E078F7FF	C_major
Ray Conniff	Georgy Girl	TRDRVLQ128F930B498	Bb_major
Barbara Morrison with Johnny Otis and His Band	Every Beat of My Heart	TRDRXFE128F42B1D4F	G_major
Amil	Girlfriend	TRDSDWJ128F4263476	E_minor
Garbage	Stupid Girl (Re-mastered 07)	TRDSEXM128F429B7AD	E_major
John Barry_ John Debney - Royal Scottish National Orchestra	Whimper	TRDSFJT128F4253737	C_major
Salvatore Licitra	E lucevan le stelle from Tosca	TRDSFTD128F42728AD	F#_minor
Synth Pop Future Stars	Sometimes (as made famous by Erasure)	TRDSGSB128F9302E83	C#_major
frank bretschneider & taylor deupree	half-mute	TRDSIFC128F92E7C7F	D_major
Gene Vincent & His Blue Caps	Be-Bop-A-Lula	TRDSJYZ12903CC0D01	E_major
Bitch Alert	City Lights	TRDSMYJ128F424801B	E_minor
Abba	Gimme! Gimme! Gimme! (A Man After Midnight)	TRDSSJP128E0795350	A_minor
Dru Hill	How Deep Is Your Love	TRDSTFW128E078FE6F	G#_minor
Chris Chambers & Static Blue	Dynamica	TRDSUPR128F930344C	A_minor
The Million Dollar Quartet	Elvis Farewell - Live	TRDSWOK128F933FCFE	C_minor
Snow Patrol	Spitting Games	TRDSXHT128E0792251	E_minor
Tripple Sec	Lass uns tanzen (Instrumental Mix)	TRDSYAA128F14A656E	Bb_minor
Okay	Oh	TRDSYIU12903CB2494	A_minor
George Acosta feat. Tiff Lacey	I Know	TRDSZDO12903D0936F	F_major
They Might Be Giants	Dollar For Dollar	TRDSZSK128F93216F2	F#_minor
JET	She Holds A Grudge	TRDTDZS12903C98022	C_major
Amanda Seyfried / Ashley Lilley / Rachel McDowall	Gimme! Gimme! Gimme! (A man after midnight)	TRDTFPB128F4247F9A	D_minor
Van Cliburn	Intermezzo in E-Flat_ Op. 117/No. 1	TRDTHUS128F4291DE3	Bb_major
Kortatu	Sarri Sarri	TRDTJMS128F930728C	Ab_major
Yolanda Del Rio	Con Golpes De Pecho	TRDTJYD128F9347268	C_major
Tavares	Let Me Heal The Bruises (2004 Digital Remaster)	TRDTLUX12903CAC7AE	Bb_major
Paul Overstreet	One In A Million	TRDTMGW128F9336663	E_minor
Mandi	Enjoy Bein' A Kid (radio cut)	TRDTQPK128F9317EB9	F_minor
Renato Russo	La Forza Della Vita	TRDTTIE128F42AA6B1	E_major
Daniel Portman	Poored up	TRDTUCQ128F42AB46D	D_minor
Queens Of The Stone Age	Go With The Flow	TRDTVGI128E078EDBB	E_minor
Helen Hobson / Meredith Braun / City of Prague Philharmonic / Bateman	CHESS - I Know Him So Well	TRDTYFI128F933E72B	Eb_major
David Sanborn	Summer (Album Version)	TRDUAXZ12903CC5144	C_minor
Amy Winehouse	Rehab	TRDUEYE128F4263173	C_major
Kansas	Play The Game Tonight	TRDUHLD128F4271BC1	D_minor
The Jets	Rocket 2 U	TRDUJZT128F149DA0A	G_minor
John Prine	Speed of the Sound of Loneliness	TRDULDF128F42959EC	D_major
Westlife	My Love	TRDULTQ128F42979D1	F_major
Vector Lovers	Nightwalking your Memory (Drunk & Void)	TRDULWS128F148A5AE	Bb_minor
Guasones	Con La Casa En Orden	TRDUMQM12903CB2775	G_major
Lloyd	Get It Shawty	TRDUONO128F14B0251	Ab_major
Burt Bacharach & His Orchestra	Walk On By	TRDUQIS128F4263AE5	A_minor
The Real Booty Babes	Meet Her At The Loveparade	TRDURTO128F4236CBE	F_minor
Boyzone	Oh Carol	TRDUUZR128F4263FCB	A_minor
Red Hot Chili Peppers	The Zephyr Song (Album Version)	TRDUYOJ128F146D77C	A_minor
R.E.M.	Camera	TRDVBPX128F9308068	D_major
Katie Melua	lilac wine	TRDVDKG128F93069EB	Ab_major
Scorpions	Unholy Alliance	TRDVGZB128F1477092	E_major
Buddy Greco	Girl Talk (Album Version)	TRDVHXS128F429584B	F_major
Gary Smith	Quiet Nights	TRDVMMO128F429535E	C_major
Sir Neville Marriner	Water Music_ Suite in F: Overture	TRDVMNF128F4263FD6	C_major
Camera Obscura	Super Trouper	TRDVOPH12903D00466	G_major
Vinylbase	Passion	TRDVPRV128F933CE5D	A_minor
Orgy	Blue Monday (Album Version)	TRDVPVU12903CA5CCC	D#_minor
Soul Central feat. Abigail Bailey	Time After Time (Tommy Trash Club Mix)	TRDVVFX128F92D8256	F_minor
James Galway;Julian Lee	Beauty and the Beast	TRDVXAV128F4285F4E	E_minor
Tassilli Players	Russia	TRDVXQQ128F9308DC6	G_major
Spektrum	Sp-sp-sp-Spektrum	TRDVZNI128F932D91B	A_major
Warren Zevon	Hasten Down The Wind [Band Demo]	TRDWBLS128F92EB8C9	E_major
Simon Harris	Sample Track 19	TRDWCTE128F932F76E	F_major
Lucas Prata	Guitar Interlude	TRDWHDE128F9308934	Db_major
Charlie	Tears in Heaven	TRDWKAW128E0787A2D	E_major
Trace Adkins	Then Came The Night	TRDWLFV128F1462F75	F#_minor
Sean Kingston	Twist Ya Around	TRDWMEN128F935A08C	Eb_major
Pink Floyd	Money (2001 Digital Remaster)	TRDWQIB128E0782EAC	B_minor
Band Of Susans	Tilt	TRDWRRO12903CE3287	E_minor
Billy Vaughn & His Orchestra	Sail Along Silv'ry Moon	TRDWULC12903CBEB25	C_major
Céline Dion	Fly	TRDWVQX128F9335CED	E_major
Norther	Throwing My Life Away	TRDWWKK128F934B485	D_minor
Paulo Gonzo	Sem Pressa (Este Lugar)	TRDWXKM128F92EB150	E_minor
Rocha & Lewinger	Smoking Asid	TRDWZTV12903D0E59B	E_major
Carlos Bonell	Anon: Spanish Romance	TRDXAZM128F92EEB45	E_minor
Wild Horses	Gimme Shelter	TRDXBQP128F92CC435	E_major
Cold Blue	Light Shine	TRDXDJH128F934832D	B_minor
Guns N' Roses	Don't Cry	TRDXDUE128E079247E	E_major
Efecto Mariposa	No puedo	TRDXENR128F9306A89	F#_minor
Bonnie Raitt	Nick Of Time	TRDXGMC128F1464472	A_minor
CHRISTOFF	Ik Wil Je Nog Graag Vertellen (Flemish)	TRDXJJQ12903CB49BF	F#_minor
Disco Superstars feat. Inusa Dawuda	Sweet Love	TRDXKYG128F932CAB5	G_minor
Kelly Marie	The Rose	TRDXSQX128F930BCB9	G_major
Wynton Kelly	Unknown 2	TRDXTAB128F933593F	G_minor
Magma	Give It To Me	TRDXUVJ128F4228D71	Ab_major
Level 42	Lessons In Love	TRDXVMS128F4263EE0	E_minor
Neil Sedaka	Breaking Up Is Hard To Do	TRDXXAU12903CF0979	F#_minor
Lipps Inc.	Funkytown	TRDXXSM128E0792206	C_minor
Ray Davies	Run Away From Time	TRDYCRA128F93089D2	A_minor
David Allan Coe	Stand By Your Man	TRDYKWG128F4269066	G_major
Kato	Crowd Control	TRDYLAN12903CD0371	C_major
Rosie Flores	Lovin' In Vain	TRDYLPH128F92FC46C	E_major
Black Star	Dangerous Moments	TRDYQMF128F93204D6	C_major
Mirah	Will To Survive	TRDYSOG128F9343C43	F_major
Rex The Dog	The Knife: Heartbeats (Rex The Dog Remix)	TRDYZPO128F92C3BB1	Eb_major
Gary Barlow	Forever Love	TRDYZYY128F4284F78	G_major
Cyndi Lauper	Girls Just Want To Have Fun	TRDZCCZ128F42760CA	Bb_minor
Third Eye Blind	Never Let You Go (2006 Remastered LP Version)	TRDZDHV128F149C0F1	E_major
La Oreja de Van Gogh	El Libro	TRDZEKE128F427EF05	D_major
The Marvelettes	You Bring The Love Into My Life	TRDZGGF128F92DCFEA	C_major
Susan Ashton	Think Of Me	TRDZJVA128F92F90C6	A_minor
Magic Pie	What If (Album Version)	TRDZLPC12903CE7D1B	C_major
Blink-182	Adam's Song	TRDZNBU128EF3435E4	A_minor
Saving Abel	Beautiful Day	TRDZOMC128F426E356	D_major
Red Hot Chili Peppers	Universally Speaking (Album Version)	TRDZOWI128E07877F3	D_major
Matthew Barber	Revolution Of The Sun	TRDZSFR12903CE4AC9	E_major
The queen machine	Friday	TRDZUPF128F426B82F	C_major
Brad Kane/Lea Salonga	A Whole New World	TRDZUTH128F146BC80	D_minor
Jamiroquai	Too Young To Die	TRDZYQP128F425985D	Eb_major
Big B	New Number (intro)	TREABEH128F4236B28	Ab_major
Willie Nelson	A Moment Isn't Very Long	TREABTP128F424B802	F#_minor
Led Zeppelin	South Bound Saurez  (Album LP Version)	TREACCG128F42989AC	E_minor
National Chamber Opera of Australia	Dies Irae (Live)	TREADNW128F92E10E7	D_minor
Carpe DM	Be With You (Instrumental)	TREAETD128F42359D8	Ab_major
Lynn Anderson	Rose Garden	TREAEXM128F42796C0	C_major
Sibiria	Men I Tusen År	TREAGSR128F42A59A7	A_major
EDGUY	Down To The Devil	TREAIBZ128F427FD94	E_minor
U2	Window In The Skies	TREAIUA128F1494BF8	D_major
Klaas	Our Own Way	TREANJF12903CDD0FA	C_major
Tomcraft	Overdose (Killa Mix)	TREANOI128F4290D36	G_minor
PlayRadioPlay!	Decipher Reflections From Reality (Re-Done Version)	TREAPOJ12903CB5A5E	G_minor
Dottie West	Careless Hands	TREAUBY128F428578B	A_major
Taylor Swift	Forever & Always	TREAUXP128F9326BA3	D_minor
Change	The Glow Of Love  (LP Version)	TREAXLC12903CB28CD	B_minor
Bad Company	Ready For Love (LP Version)	TREAXVS128E0788643	A_minor
Paul Rodgers	Can't Get Enough	TREAYJZ128EF355914	F_major
The Corrs	No More Cry ( LP Version )	TREAYTA128F42954A7	Bb_major
Bradley Leighton	Flow	TREAZPU128F931C49C	F_major
Shanice	I Love Your Smile	TREBAPX128F4291730	F_minor
Effcee	She Sells Sanctuary	TREBATJ128F4259D4A	D_major
Etnosphere	Sands Evolution	TREBETG128F4260A3C	F_major
Ferlin Husky	A Fallen Star	TREBHDP128EF34F8D0	A_major
Karunesh	The Light Within	TREBTLZ128F423DCB8	C_major
Costa Cordalis	Tanz Mit Mir	TREBZKI128F14A99F2	B_minor
Toy-Box	Best Friend (Maxi Version)	TREBZRO128F92DD8D9	Db_major
Yoga Pop Ups	Banana Pancakes (Made Famous By Jack Johnson)	TRECABY12903CC77C2	A_minor
Nagisa Ni Te	Reaction In G	TRECANY128F92CD421	G_major
883	La Dura Legge Del Gol	TRECEUT128E078A843	Db_major
Naked Eyes	Always Something There To Remind Me	TRECFQS128EF34B965	D_major
Dito & Spago	Never Mind	TRECGZI12903CF265E	Db_major
El General;C & C Music Factory	Robi-Rob's Boriqua Anthem	TRECHBD128F93285B6	Ab_major
Naturi Naughton	Fame 09	TRECIJQ128F934516A	B_major
The Vogues	Earth Angel [Will You Be Mine]	TRECKNV12903C9A8F9	Eb_major
Soft Cell	Tainted Love	TRECMPD128F932D8DE	G_minor
Daryle Singletary	There's A Cold Spell Movin' In (Album Version)	TRECNMD12903CEF1FA	G_major
Benny Neyman	Ich Will Hier Weg	TRECTKR12903CD37F5	A_major
Lasse Stefanz	Jag gav mig av	TRECVZW128F428C3DB	D_major
Dhany	Shut Up	TRECXAQ128F4278DFC	E_major
Michael Fredo	You Can Always Come Home (Album Version)	TRECYZS128E0786650	C#_minor
Pascal Obispo	Assassine	TREDEIN128F4274B44	E_minor
Ann Peebles	Come To Mama	TREDEOB128F92CFF26	A_minor
Janet Jackson	Someone To Call My Lover	TREDFEK128F1483C1F	A_major
Destiny's Child	Emotion	TREDHHW128F92ED4B6	C_major
John Tesh	Take My Breath Away	TREDMSH12903CFB897	Eb_major
Spiller	Groovejet (If This Ain't Love) (Ernest St Laurent Spicy Blackbird Remix)	TREDNYL128F42240FC	E_minor
Arctic Monkeys	I Bet You Look Good On The Dancefloor	TREDPEE128F92F9130	F#_minor
Elvis Crespo	Yo Me Morire	TREDRNA128F932EF15	A_minor
Paul Overstreet	Mr. Miller	TREDTKL128F9336667	G_major
Greg Laswell	Days Go On	TREDUAE128F92F229C	A_major
Black Oak Arkansas	La Grange	TREDVVL128EF36363C	A_minor
NB Ridaz	Tu Eres	TREDWFF128F4259952	E_minor
Chiclete Com Banana	Perfume De Luar	TREECXF128F9339DA2	B_minor
Van Halen	Right Now (Remastered Album Version)	TREEDGU128E07856B2	D_minor
Danny And The Juniors	At the Hop	TREEDTF12903CD9680	Ab_major
Journey	Who's Cryin' Now	TREEETR12903CED883	A_minor
Ann Charters	Weeping Willow	TREEEZY12903CB4662	D_major
Klaus Lage	1000 Und 1 Nacht (Zoom!)	TREEGXI128F92F8FCF	D_minor
Caravan	Winter Wine	TREEHIU128F425CA33	A_minor
Renegade Hit Makers	Baby (Justin Bieber Tribute Mix)	TREEHOG12903CD1060	Bb_major
Fedde Le Grand Feat. Mitch Crown	Scared Of Me	TREEHTI128F92F0900	B_major
Razzy Bailey	Have You Ever Loved	TREEJDI128F92D4624	G_major
Starlet	Bad Romance (CPR Remix)	TREEPNR12903CEA544	C_major
Aleandro Baldi	E Sia Cosi'	TREEPON128E078A613	E_minor
New Trolls	Aldebaran	TREERMM12903CC2017	A_major
Iron Maiden	No Prayer For The Dying (1998 Digital Remaster)	TREESJI128F1472406	E_minor
Los Caminantes	Dime Si Me Quieres	TREETMT128F92FA8C3	G_major
Muse	Invincible	TREEYAQ128F426DDED	C_major
Lenny Kravitz	Fly Away	TREEZOR128F146A21E	E_minor
James	Five-O	TREFAFY128F1463ACF	G_major
EN VOICE	Rising	TREFAUG128F423763E	A_major
The Cars	Heartbeat City (LP Version)	TREFCKG128F92D31AA	A_minor
Aquagen	The Pipes Are Calling	TREFCTI128F42447C4	E_minor
Mousse T. vs. Hot'N'Juicy	Horny	TREFEBZ128F425441E	B_minor
Green Day	Last Night On Earth [feat. Green Day & The Cast Of American Idiot] (Album Version)	TREFFDH12903CAAA96	F#_minor
Parallel Sound	Dancing Light	TREFIMP12903CFFE2F	Ab_major
Al Denson	Pledge to Purity	TREFJET12903CC4A9D	E_major
Eydie Gorme	Breaking Up Is Hard To Do	TREFKZX12903C976E6	G_minor
Beth Nielsen Chapman	Happy Girl (LP Version)	TREFNPQ128E078663C	B_minor
JLS	Only Making Love	TREFOIN128F9314052	F_major
One Bad Pig	When Your Love Died (Album Version)	TREFPCD128F423A7AD	G_major
Mamonas Assassinas	Pelados Em Santos	TREFSID128F425EC86	F#_minor
Orbital	Lush 3-4 (Warrior Drift Psychick Warriors OV Gaia) (LP Version)	TREFSRT128F14A8A6D	G#_minor
Kuhn_ Dieter Thomas	Es Hängt Ein Pferdehalfter An Der Wand	TREFTJE128F4234C17	A_major
Southeast Engine	Famous Filmmaker	TREFTRI12903D06FC7	E_major
Broder Daniel	Happy People Never Fantasize (2005 Digital Remaster)	TREFTVM128F425201E	E_minor
America	Muskrat Love (Live Version)	TREFUOH128F4222F60	E_major
Roudoudou	Live And Direct (Interlude)	TREFUZR128F1469A0A	D_minor
Dada Life	Vote Yes [Luka Remix]	TREFVYO128EF3676EE	F#_minor
Def Squad	Def Squad Delite	TREFXTI128F148CB98	B_minor
Alfred Newman	The Triumph Of The Spirit (Handel's Messiah)	TREFYMC128F92C8679	D_major
Jean Michel Jarre	Calypso	TREFZWV128F933C464	F_major
Los Del Sol	La bamba	TREGAAW12903CAA26D	G_major
Nakatomi	Children Of The Night	TREGBFD12903CB73C3	D_major
The American Boychoir	Gloria	TREGEME128EF359246	F_major
White Lion	Til Death Do Us Part (LP Version)	TREGGML12903CC0740	Bb_major
John Fogerty	Hey Tonight	TREGHNL128F9311476	E_major
Amaral	Sin Ti No Soy Nada	TREGIEZ12903CE6039	G_major
Nana Mouskouri	Quand Tu Chantes	TREGIRE128F42A8453	E_major
Bruce Springsteen	Darkness On The Edge Of Town	TREGROG128F427481F	D_major
Avant	Sailing	TREGTEV128F9316FAE	A_major
David Gray	December	TREGVDA128F4242A35	G_major
Orion	Kiss Me	TREGWSG128F92D9ADF	G_minor
Graeme Connors	(cant Tell You) Any Other Way	TREHBXL128F4227143	D_major
Apocalyptica	Prologue (apprehension)	TREHEEP128F42140C7	D_minor
Wham!	Last Christmas	TREHFVL128F42597D9	F#_minor
Don Francisco	One Thing I Ask	TREHHNQ128F14AE5CF	D_major
Jean-Jacques Goldman	Il Suffira D'Un Signe	TREHISG128F425C422	A_minor
Elliot Minor	Lucky Star	TREHJZB128F4284733	G#_minor
White Plains	My Baby Loves Lovin'	TREHKAV128F1484C48	F_major
Röyksopp	This Must Be It	TREHOHG128F93193AC	A_minor
Röyksopp	The Girl and The Robot	TREHPDX128F92DC86A	A_minor
Revolver	Faro de Lisboa	TREHPSC128F14762CE	D_major
Soul Asylum	Runaway Train	TREHRDF128F426B05E	G_major
Alf Robertson	Tänker nästan jämnt på dej (Always On My Mind)	TREHSVT128F92E4493	B_minor
The Smashing Pumpkins	Christmastime	TREHYKQ128E0788957	E_minor
Plantlife	Luv Me (Til It Hurts) (Original Radio Edit)	TREIAJP128F428B92C	E_minor
The Puppini Sisters	I Will Survive	TREIANS128F147AD97	E_minor
The Nashville Riders	Chattahoochie	TREIELE128F4227E34	C_major
Carlos Baute	Colgando en tus manos (Remix)	TREIETB128F92E210A	C_major
The Fortunes	Here Comes That Rainy Day Feeling Again	TREIFTD128F932FB55	C_major
Frank Zander	Ich trink auf Dein Wohl_ Marie (2009)	TREIHRY128F92EDA37	D_major
John Williams;The Boston Pops Orchestra	Satin Doll	TREIIXU128F426CC93	A_minor
Mary Lee	The Rose	TREIJKE12903CB1DB3	G_major
La Ley	Surazul	TREILHO128F931F306	C_major
Blink-182	Always	TREIMYW128F93366A2	B_major
Acker Bilk	Candle in the Wind	TREINJX12903CACAE8	E_major
Pearl Jam	Better Man	TREINNG128F4284976	D_major
Helping Haiti	Everybody Hurts	TREIORV12903CE124C	D_major
Jackson 5	I Want You Back	TREISPC128F932E2DC	Ab_major
Ina Müller	Wenn du fliegst	TREIUOM128F92DF064	C#_major
Booty Callers	The Man Who Can't Be Moved	TREIWZW128F92F653B	F_major
Tiziano Ferro	Perdono (aka Xdono)	TREIYTA128E0788C78	B_minor
Tony Sheridan & The Savage Young Beatles	Cry For A Shadow	TREIYVW128F92FA079	C_major
Deathstars	Virtue To Vice	TREJDIH128F4257EE8	C_minor
Mariano Yanani	Fragile	TREJDMD128F42693E3	E_minor
The Cardigans	Lovefool	TREJFWE128F92F4B98	E_major
Same Difference	Nothing's Gonna Stop Us Now	TREJGGK128F92FDAC6	C_minor
David Bowie	Heldon	TREJHQD128EF340AF3	A_minor
Mariano Yanani	Jamming	TREJLTX128F42450AA	B_minor
Friends	Säästä suukkosi vain	TREJLWU128F4280CCB	G_major
The Doobie Brothers	Long Train Runnin'	TREJLYT12903CE12F6	D_minor
The Regents	Beach Baby	TREJMKY12903CD8915	E_minor
The Monkees	Last Train To Clarksville (2006 Remastered Original Stereo Version)	TREJSGN128F148A22A	G_major
Steve Howe	Sad Eyed Lady Of The Lowlands	TREJSPG128F92E220A	D_major
B*Witched	Blame It On The Weatherman	TREJWSY128F426A823	C_major
The Session	Albatross	TREJXGO128F9336B28	E_major
The Who	Behind Blue Eyes	TREJYCL128E078EF73	E_minor
Ophélie Winter	Shame On U	TREJYLX128E0796145	G_minor
Danny And The Juniors	At the Hop	TREKDNM12903CE6422	Ab_major
UB40	Here I Am (Come And Take Me)	TREKDZI128F146A972	F_minor
49ers	Got To Be Free	TREKFMF128F1490659	Bb_minor
Julien Clerc	Femmes...je vous aime (live)	TREKIUH128F1458B10	E_major
Al Green	Let's Stay Together	TREKJHD128F92D11CB	A_minor
Saturday Looks Good To Me	I Would Find it so Beautiful	TREKJTL12903CCE57A	Eb_major
Abba	Mamma Mia	TREKJTO128F1470880	D_major
Eugenio Finardi	Mio cucciolo d'uomo	TREKKQS128E07962F2	G_major
George McCrae	Absolutely Beautiful	TREKKRU12903CBCBA3	D_minor
Abydos	Radio Earth	TREKMSA12903CFB716	B_minor
White Rose Transmission	Valentine	TREKNEJ128F14AF882	D_minor
Juliet Turner	See Another Side	TREKRXM128F1452CE2	G_major
America	Don't Cross the River	TREKSKJ12903CCBAED	F#_minor
Michael Jackson	Thriller	TREKSNP128F92F33B3	C#_minor
33Hz	Crazy All The Time (Just Crazy Radio Mix)	TREKWED128F42A33DB	D_minor
Magic Sound Fabric	Only Love Is Real	TRELABC128F930274A	G_major
James McMurtry	Out Here In the Middle	TRELACM128F92FB403	A_major
Spirit of the West	Not Just A Train	TRELDPP128E07967DF	D_minor
Percy Sledge	You Send Me	TRELDWP12903D1225E	E_minor
DAN SEALS	Who's Gonna Keep Me Warm	TRELGOF128F427B84D	E_minor
Los Enanitos Verdes	Si Es Tan Facil Dejarme	TRELGWX128F93397AA	C#_minor
The Mamas & The Papas	I Saw Her Again	TRELHPX128F429D84E	E_major
Tears Of Velva	The Way I Feel (Drumz)	TRELJPA128F42224B5	B_minor
Faithless feat. Estelle	Why Go?	TRELMLM128F42AA6A8	A_minor
Backstreet Boys	I Want It That Way	TRELOER128F429E959	E_major
Sarah McLachlan	Building A Mystery	TRELRBO128F42AE19D	D_major
Vienna Symphony Orchestra	Requiem Mass in D Minor_ K. 626: V. Rex tremendae	TRELRMO12903CE4E72	G_minor
Monika Kruse@Voodooamt	Route 27	TRELRVR128F4290473	A_minor
Gene Vincent	Got My Eyes On You	TRELSMZ12903CDF99B	A_major
Aretha Franklin	Dark End Of The Street (LP Version)	TRELUYR128F4286D92	G_minor
Kool And The Gang	Fresh	TRELUZD128F92D9569	E_minor
System F	Cry	TRELVJI12903CC90D7	D#_minor
Nek	Il Nostro Giorno In Più	TRELYLB128F148B89E	C_minor
The 69 Eyes	Brandon Lee	TRELZGJ128F424BE44	E_major
Nick Ingman;Gavyn Wright	In Viola's Room	TRELZIF128F4266171	E_minor
Katy Moffatt	Papacita (Mama Rita)	TRELZVH128F42516B0	E_major
Ottawan	Help Get Me Some Help	TREMHKH128F92F7A8D	F#_major
The Hit Nation	Boom Boom Boom Boom	TREMJFZ128F9340B2D	F#_major
Bob Dylan	Forever Young	TREMJQZ128F4267298	G_major
Osibisa	Sunshine Day	TREMMVI12903CC3016	C_minor
Jore Marjaranta	ADESTE FIDELES (O COME_ ALL YE FAITHFUL)	TREMOSQ128F4256EE4	G_major
Beat Foundation	Save Me (John Johnson Mix)	TREMOUX128F428B8D3	A_minor
Genesis	Land Of Confusion	TREMPWH128F1481E38	D#_minor
Harvey Danger	Authenticity (Album Version)	TREMTJZ128F931DF6E	B_minor
On Thorns I Lay	Poster On A Wall	TREMTWP128F4250CFB	E_major
Miley Cyrus	Bottom Of The Ocean	TREMVEJ128F92F62A9	Ab_major
Sam & Dave	I Thank You	TRENADB12903CB6DDA	D#_minor
Dany Brillant	Viens A Saint Germain	TRENBCR128E0785639	F_minor
Ivan Moravec	C minor_ Op.48 n?1	TRENBQU128F4237D73	C_minor
The Jazz Masters	Ebb Tide	TRENEKV12903CDDD77	G_major
Billy J Kramer	You Can't Live On Memories (Stereo) (2009 Digital Remaster)	TRENFDW128F9339A6A	E_minor
The Grouch & Eligh	No Flowers (feat. Paris Hayes)	TRENFXQ128F93392A9	G_minor
David Essex	The Wind Beneath My Wings	TRENGWD128F146399E	D_major
Toni Braxton	Un-Break My Heart	TRENHGG128F92C1F70	A_minor
Ricky Martin	Tal Vez	TRENIFA128F425E917	B_major
David Cassidy	Cherish	TRENIRH128F931C399	F_major
Marion Raven	Break You (Explicit)	TRENIZC128F9308A16	C_major
Visage	In The Year 2525	TRENJBF128F14770C9	C_major
Garbage	Drive You Home	TRENOXQ128E0786BBC	C_major
Nelly featuring Kelly Rowland	Dilemma	TREOBZS128F930AEC1	A_minor
